"Año","Mes","Fecha_Pub_DOF","Clave.ciudad","Nombre.ciudad","División","Grupo","Clase","Subclase","Clave.genérico","Genérico","Consecutivo","Especificación","Precio.promedio","Cantidad","Unidad","Estatus"
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","17 Hortalizas frescas",71,"Jitomate",8,"SALADETTE, A GRANEL",27,1,"KG    ",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","17 Hortalizas frescas",71,"Jitomate",9,"SALADETTE, A GRANEL",30,1,"KG    ",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.7. Azúcar, café y refrescos envasados","20 Azúcar",83,"Azúcar",1,"ESTANDAR, A GRANEL",23,1,"KG    ",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.7. Azúcar, café y refrescos envasados","20 Azúcar",83,"Azúcar",2,"ESTANDAR, A GRANEL",24,1,"KG    ",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.7. Azúcar, café y refrescos envasados","20 Azúcar",83,"Azúcar",3,"ESTANDAR, A GRANEL",23.9,1,"KG    ",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.7. Azúcar, café y refrescos envasados","20 Azúcar",83,"Azúcar",4,"ESTANDAR, A GRANEL",25,1,"KG    ",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.7. Azúcar, café y refrescos envasados","20 Azúcar",83,"Azúcar",5,"ESTANDAR, A GRANEL",22,1,"KG    ",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.7. Azúcar, café y refrescos envasados","20 Azúcar",83,"Azúcar",6,"ESTANDAR, A GRANEL",22.5,1,"KG    ",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.7. Azúcar, café y refrescos envasados","20 Azúcar",83,"Azúcar",7,"ESTANDAR, A GRANEL",22.38,1,"KG    ",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.7. Azúcar, café y refrescos envasados","22 Refrescos envasados y agua embotellada",101,"Refrescos envasados",5,"JARRITOS, REFRESCO, BOTELLA DE 2000 ML",10.5,1,"LT    ",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.2. Bebidas alcohólicas y tabaco","1.2.1. Bebidas alcohólicas","26 Cerveza",107,"Cerveza",6,"TECATE, CLARA, ORIGINAL, BOTELLA DE 1200 ML",28.33,1,"LT    ",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.2. Bebidas alcohólicas y tabaco","1.2.2. Tabaco","28 Cigarrillos",108,"Cigarrillos",4,"PALL MALL , C/FILTRO, RED, CAJETILLA DE 25 PZAS",65,1,"CAJETI",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","3. Vivienda","3.1. Costo de uso de vivienda","3.1.1. Costo de uso de vivienda","41 Vivienda alquilada",138,"Renta de vivienda",1,"INDICE DE LA CIUDAD",105.55,1,"INDICE",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","3. Vivienda","3.3. Otros servicios relacionados con la vivienda","3.3.1. Otros servicios relacionados con la vivienda","46 Servicios de la vivienda",142,"Otros servicios para el hogar",2,"CUOTAS DE ADMINISTRACION, DE UNIDAD HAB",100,1,"SERV  ",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","6. Transporte","6.2. Transporte por cuenta propia","6.2.2. Uso de vehículos","64 Gasolinas y aceites lubricantes",219,"Gasolina de bajo octanaje",1,"INDICE DE LA CIUDAD",114.41,1,"INDICE",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","3. Vivienda","3.3. Otros servicios relacionados con la vivienda","3.3.1. Otros servicios relacionados con la vivienda","45 Servicio telefónico",237,"Servicio de telefonía móvil",1,"INDICE DE LA CIUDAD",89.3,1,"INDICE",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","7. Educación y esparcimiento","7.1. Educación","7.1.1. Educación privada","67 Educación privada",266,"Universidad",1,"COLEGIATURAS, INSCRIPCION Y OTRAS CUOTAS PARA UN CICLO",10109.58,1,"COST/M",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","7. Educación y esparcimiento","7.1. Educación","7.1.1. Educación privada","67 Educación privada",266,"Universidad",2,"COLEGIATURAS, INSCRIPCION Y OTRAS CUOTAS PARA UN CICLO",8835.75,1,"COST/M",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","7. Educación y esparcimiento","7.1. Educación","7.1.1. Educación privada","67 Educación privada",266,"Universidad",3,"COLEGIATURAS, INSCRIPCION Y OTRAS CUOTAS PARA UN CICLO",2870,1,"COST/M",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","7. Educación y esparcimiento","7.1. Educación","7.1.1. Educación privada","67 Educación privada",266,"Universidad",4,"COLEGIATURAS, INSCRIPCION Y OTRAS CUOTAS PARA UN CICLO",1312.5,1,"COST/M",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","7. Educación y esparcimiento","7.1. Educación","7.1.1. Educación privada","67 Educación privada",266,"Universidad",5,"COLEGIATURAS, INSCRIPCION Y OTRAS CUOTAS PARA UN CICLO",1783.33,1,"COSTO/",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","7. Educación y esparcimiento","7.1. Educación","7.1.1. Educación privada","67 Educación privada",266,"Universidad",6,"COLEGIATURAS, INSCRIPCION Y OTRAS CUOTAS PARA UN CICLO",2691.67,1,"COSTO/",""
2023,1,"21/02/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","3. Vivienda","3.2. Electricidad y combustibles","3.2.1. Electricidad y combustibles","43 Electricidad",143,"Electricidad",10,"CONSUMO DE 250 KWH",286.55,1,"COST/M",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","05 Carne de ave",22,"Pollo",6,"BACHOCO, ENTERO, A GRANEL",44,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.4. Leche, derivados de leche y huevo","14 Huevo",32,"Huevo",2,"BLANCO, A GRANEL",50,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.4. Leche, derivados de leche y huevo","14 Huevo",32,"Huevo",3,"BLANCO, A GRANEL",49.5,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.4. Leche, derivados de leche y huevo","14 Huevo",32,"Huevo",4,"BLANCO, A GRANEL",45.45,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.4. Leche, derivados de leche y huevo","14 Huevo",32,"Huevo",5,"BLANCO, A GRANEL",46.64,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.4. Leche, derivados de leche y huevo","11 Leche pasteurizada y fresca",36,"Leche pasteurizada y fresca",1,"FORTI LECHE, RECONSTITUIDA, BOTE DE 1 LT",19.5,1,"LT    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.4. Leche, derivados de leche y huevo","11 Leche pasteurizada y fresca",36,"Leche pasteurizada y fresca",2,"GREAT VALUE MP, ULTRAPASTEURIZADA, BOTE DE 1 LT",20.13,1,"LT    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",46,"Aguacate",1,"HASS, A GRANEL",70.9,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",46,"Aguacate",2,"HASS, A GRANEL",31.6,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",46,"Aguacate",3,"HASS, A GRANEL",41.25,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",46,"Aguacate",4,"HASS, A GRANEL",55,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",46,"Aguacate",5,"HASS, A GRANEL",55,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",46,"Aguacate",6,"HASS, A GRANEL",48.75,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",46,"Aguacate",7,"HASS, A GRANEL",38.75,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",46,"Aguacate",8,"HASS, A GRANEL",52.5,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",49,"Limón",2,"PERSA, A GRANEL",38.05,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",49,"Limón",3,"PERSA, A GRANEL",32,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",49,"Limón",5,"PERSA, A GRANEL",29.5,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",49,"Limón",7,"PERSA, A GRANEL",26.5,1,"KG    ",""
2023,2,"23/03/2023 12:00:00 a. m.",40,"Cuernavaca, Mor.","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.6. Frutas y hortalizas","16 Frutas frescas",49,"Limón",8,"PERSA, A GRANEL",26.5,1,"KG    ",""
